Grin	0.032098769619
Jet	0.0318806892333
Trigger	0.0312662964391
Web	0.0302903715199
SN4	0.0298427560105
Topless	0.0294801891168
Scabs	0.0283966864331
Patchback	0.0264319121028
Gallatin	0.0263223854408
Beescratch	0.0247553683412
Kringel	0.0246260790508
SN63	0.0239144788977
Feather	0.0235998207139
SN9	0.0219581962847
Upbang	0.0217432490668
Stripes	0.0216651111975
SN100	0.0206241003106
DN21	0.0201591774591
Haecksel	0.019855361239
Jonah	0.0193677489256
TR99	0.019209987275
SN96	0.0176136632619
TR77	0.0173381999006
Number1	0.0171934420037
Double	0.0170864915312
Beak	0.0169533238355
MN105	0.0169216400508
MN83	0.0168828868947
Hook	0.0166108587996
SN90	0.0162182764868
Shmuddel	0.015898717753
DN63	0.0156906891579
PL	0.0153202288699
Fish	0.0150996337083
Oscar	0.0148566792738
Zap	0.0147590831571
DN16	0.0145192871451
Ripplefluke	0.0133626577398
Bumper	0.0133280233838
Knit	0.0129680844496
Thumper	0.0128173211756
TSN103	0.0120603851553
Mus	0.0115560295913
Notch	0.0112467062498
Zipfel	0.0110318043671
MN60	0.00985621187565
CCL	0.00962034429327
TR88	0.00887000341
TR120	0.00881850953712
Wave	0.00836058683041
TSN83	0.00817461979539
SN89	0.00778446718663
Vau	0.00748623884361
Zig	0.00620544119831
Quasi	0.0054370288389
MN23	0.00543030882186
TR82	0.00528011214892
Cross	0.00507523069316
Five	0.00507523069316
Whitetip	0.0049602682216
SMN5	0.00491419391454
Fork	0.00483181375568
