Valjean	0.0758308901974
Myriel	0.0429505779458
Gavroche	0.0359160666477
Marius	0.0310172618335
Javert	0.0304815194381
Thenardier	0.0280510981415
Fantine	0.027191326266
Enjolras	0.0219890272928
Cosette	0.0207014337229
MmeThenardier	0.0196084909871
Bossuet	0.0190434224611
Courfeyrac	0.0186615760305
Eponine	0.0178862752016
Mabeuf	0.0175458955297
Joly	0.0172827540076
Bahorel	0.0172689775792
Babet	0.0167910676219
Gueulemer	0.0167728629274
Claquesous	0.0166377902786
MlleGillenormand	0.0163128064923
Feuilly	0.0159647347833
Combeferre	0.0159634323963
Tholomyes	0.0157308656902
Bamatabois	0.0156663859666
Montparnasse	0.0152477377714
Gillenormand	0.0150159848507
Grantaire	0.014524331992
Prouvaire	0.0131993961441
Favourite	0.0126897550776
Fameuil	0.0126870828847
Dahlia	0.0126820677133
Blacheville	0.0126796581368
Zephine	0.0126773324066
Listolier	0.0126750883243
Cochepaille	0.0125074398829
Chenildieu	0.0125030179402
Judge	0.0124920149995
Champmathieu	0.0124884594437
Brevet	0.0124851057688
Brujon	0.0119298962133
Fauchelevent	0.0116775047428
MmeHucheloup	0.0107290724039
MlleBaptistine	0.0103332200281
MmeMagloire	0.0103247490448
Simplice	0.00911030673281
LtGillenormand	0.00874898560852
MmeBurgon	0.00782036048117
Pontmercy	0.0073937575872
Toussaint	0.00686488659601
Woman2	0.00686488659601
Anzelma	0.00633806764306
MotherInnocent	0.00621997328001
MmePontmercy	0.00602616566625
Child1	0.0058066429878
Child2	0.00580537558791
Champtercier	0.00560655179602
Geborand	0.00560655179602
Napoleon	0.00560655179602
Count	0.00560655179602
OldMan	0.00559885107345
Cravatte	0.00559885107345
CountessDeLo	0.00559885107345
Perpetue	0.00542796568708
Magnon	0.00528924458944
Marguerite	0.0052793453439
Jondrette	0.00527170515255
Woman1	0.00526257949406
BaronessT	0.00516084129531
Gribier	0.0044295217059
MlleVaubois	0.00393126768321
Scaufflaire	0.00373850352216
Labarre	0.00373850352216
Isabeau	0.00373850352216
Gervais	0.00373850352216
MmeDeR	0.00373850352216
Boulatruelle	0.00343826653682
MotherPlutarch	0.00330387114808
