"ABRAMSON, G ",2.5,"KUPERMAN, M ",0
"ABRAMSON, G ",0.5,"MORELLI, L ",0
"KUPERMAN, M ",1,"ZANETTE, D ",0
"KUPERMAN, M ",0.5,"MORELLI, L ",0
"ACEBRON, J ",0.25,"BONILLA, L ",0
"ACEBRON, J ",0.25,"PEREZVICENTE, C ",0
"ACEBRON, J ",0.25,"RITORT, F ",0
"ACEBRON, J ",0.25,"SPIGLER, R ",0
"BONILLA, L ",0.25,"PEREZVICENTE, C ",0
"BONILLA, L ",0.25,"RITORT, F ",0
"BONILLA, L ",0.25,"SPIGLER, R ",0
"PEREZVICENTE, C ",0.25,"RITORT, F ",0
"PEREZVICENTE, C ",0.25,"SPIGLER, R ",0
"RITORT, F ",0.25,"SPIGLER, R ",0
"ADAMIC, L ",1,"ADAR, E ",0
"ADAMIC, L ",3.16667,"HUBERMAN, B ",0
"ADAMIC, L ",1.16667,"LUKOSE, R ",0
"ADAMIC, L ",0.666667,"PUNIYANI, A ",0
"HUBERMAN, B ",1.16667,"LUKOSE, R ",0
"HUBERMAN, B ",0.666667,"PUNIYANI, A ",0
"HUBERMAN, B ",0.5,"TYLER, J ",0
"HUBERMAN, B ",1.5,"WILKINSON, D ",0
"HUBERMAN, B ",1,"WU, F ",0
"LUKOSE, R ",0.666667,"PUNIYANI, A ",0
"AERTSEN, A ",0.333333,"GERSTEIN, G ",0
"AERTSEN, A ",0.333333,"HABIB, M ",0
"AERTSEN, A ",0.333333,"PALM, G ",0
"AERTSEN, A ",0.25,"MEHRING, C ",0
"AERTSEN, A ",0.25,"HEHL, U ",0
"AERTSEN, A ",0.25,"KUBO, M ",0
"AERTSEN, A ",0.25,"DIESMANN, M ",0
"GERSTEIN, G ",0.333333,"HABIB, M ",0
"GERSTEIN, G ",0.333333,"PALM, G ",0
"HABIB, M ",0.333333,"PALM, G ",0
"AFRAIMOVICH, V ",0.5,"VERICHEV, N ",0
"AFRAIMOVICH, V ",0.5,"RABINOVICH, M ",0
"VERICHEV, N ",0.5,"RABINOVICH, M ",0
"AHUJA, R ",0.5,"MAGNANTI, T ",0
"AHUJA, R ",0.5,"ORLIN, J ",0
"MAGNANTI, T ",0.5,"ORLIN, J ",0
"AIELLO, W ",0.5,"CHUNG, F ",0
"AIELLO, W ",0.5,"LU, L ",0
"CHUNG, F ",2.33333,"LU, L ",0
"CHUNG, F ",0.333333,"GALAS, D ",0
"CHUNG, F ",0.5,"VU, V ",0
"CHUNG, F ",0.333333,"DEWEY, T ",0
"LU, L ",0.333333,"GALAS, D ",0
"LU, L ",0.333333,"DEWEY, T ",0
"LU, L ",0.5,"VU, V ",0
"ALBERICH, R ",0.5,"MIROJULIA, J ",0
"ALBERICH, R ",0.5,"ROSSELLO, F ",0
"MIROJULIA, J ",0.5,"ROSSELLO, F ",0
"ALBERT, R ",0.5,"NAKARADO, G ",0
"ALBERT, R ",3.58333,"BARABASI, A ",0
"ALBERT, R ",1.58333,"JEONG, H ",0
"ALBERT, R ",0.333333,"BIANCONI, G ",0
"ALBERT, R ",0.333333,"LATORA, V ",0
"ALBERT, R ",0.25,"TOMBOR, B ",0
"ALBERT, R ",0.333333,"CRUCITTI, P ",0
"ALBERT, R ",0.25,"OLTVAI, Z ",0
"ALBERT, R ",0.333333,"KINNEY, R ",0
"ALBERT, R ",0.5,"ALBERT, I ",0
"ALBERT, I ",0.5,"NAKARADO, G ",0
"BARABASI, A ",1.33333,"BIANCONI, G ",0
"BARABASI, A ",2.275,"RAVASZ, E ",0
"BARABASI, A ",1.025,"NEDA, Z ",0
"BARABASI, A ",0.525,"SCHUBERT, A ",0
"BARABASI, A ",1.33333,"YOOK, S ",0
"BARABASI, A ",0.25,"SCHWARTZ, N ",0
"BARABASI, A ",4.225,"JEONG, H ",0
"BARABASI, A ",0.2,"PODANI, J ",0
"BARABASI, A ",0.2,"SZATHMARY, E ",0
"BARABASI, A ",0.708333,"FARKAS, I ",0
"BARABASI, A ",0.458333,"DERENYI, I ",0
"BARABASI, A ",0.75,"ALMAAS, E ",0
"BARABASI, A ",0.25,"KOVACS, B ",0
"BARABASI, A ",1.85833,"VICSEK, T ",0
"BARABASI, A ",2.99167,"OLTVAI, Z ",0
"BARABASI, A ",0.583333,"BERLOW, E ",0
"BARABASI, A ",0.333333,"MASON, S ",0
"BARABASI, A ",0.45,"TOMBOR, B ",0
"BARABASI, A ",0.25,"SOMERA, A ",0
"BARABASI, A ",0.25,"MONGRU, D ",0
"BARABASI, A ",1,"DEMENEZES, M ",0
"BARABASI, A ",0.25,"HAVLIN, S ",0
"BARABASI, A ",0.333333,"TU, Y ",0
"BARABASI, A ",1,"DEZSO, Z ",0
"BARABASI, A ",0.333333,"DOBRIN, R ",0
"BARABASI, A ",0.333333,"BEG, Q ",0
"BARABASI, A ",0.5,"MACDONALD, P ",0
"BARABASI, A ",0.25,"COHEN, R ",0
"BARABASI, A ",0.25,"BENAVRAHAM, D ",0
"BARABASI, A ",0.5,"WUCHTY, S ",0
"BARABASI, A ",0.583333,"DUNNE, J ",0
"BARABASI, A ",0.583333,"WILLIAMS, R ",0
"BARABASI, A ",0.25,"MARTINEZ, N ",0
"JEONG, H ",0.333333,"BIANCONI, G ",0
"JEONG, H ",0.525,"RAVASZ, E ",0
"JEONG, H ",1.025,"NEDA, Z ",0
"JEONG, H ",0.525,"SCHUBERT, A ",0
"JEONG, H ",0.25,"GOH, K ",0
"JEONG, H ",1.25,"KAHNG, B ",0
"JEONG, H ",0.25,"KIM, D ",0
"JEONG, H ",0.25,"OH, E ",0
"JEONG, H ",0.2,"PODANI, J ",0
"JEONG, H ",0.2,"SZATHMARY, E ",0
"JEONG, H ",0.375,"FARKAS, I ",0
"JEONG, H ",0.125,"DERENYI, I ",0
"JEONG, H ",0.775,"VICSEK, T ",0
"JEONG, H ",1.15833,"OLTVAI, Z ",0
"JEONG, H ",0.333333,"MASON, S ",0
"JEONG, H ",0.45,"TOMBOR, B ",0
"JEONG, H ",0.833333,"YOOK, S ",0
"JEONG, H ",0.333333,"TU, Y ",0
"JEONG, H ",0.5,"PARK, Y ",0
"JEONG, H ",0.5,"RHO, K ",0
"JEONG, H ",0.5,"HOLME, P ",0
"JEONG, H ",0.5,"HUSS, M ",0
"JEONG, H ",0.333333,"KIM, B ",0
"JEONG, H ",0.333333,"YOON, C ",0
"JEONG, H ",0.333333,"HAN, S ",0
"ALBERTS, B ",0.2,"WATSON, J ",0
"ALBERTS, B ",0.2,"BRAY, D ",0
"ALBERTS, B ",0.2,"LEWIS, J ",0
"ALBERTS, B ",0.2,"RAFF, M ",0
"ALBERTS, B ",0.2,"ROBERTS, K ",0
"BRAY, D ",0.2,"WATSON, J ",0
"BRAY, D ",0.2,"LEWIS, J ",0
"BRAY, D ",0.2,"RAFF, M ",0
"BRAY, D ",0.2,"ROBERTS, K ",0
"LEWIS, J ",0.2,"WATSON, J ",0
"LEWIS, J ",0.2,"RAFF, M ",0
"LEWIS, J ",0.2,"ROBERTS, K ",0
"RAFF, M ",0.2,"WATSON, J ",0
"RAFF, M ",0.2,"ROBERTS, K ",0
"ROBERTS, K ",0.2,"WATSON, J ",0
"ALDOUS, D ",1,"PITTEL, B ",0
"ALEKSIEJUK, A ",0.5,"HOLYST, J ",0
"ALEKSIEJUK, A ",0.5,"STAUFFER, D ",0
"HOLYST, J ",0.833333,"FRONCZAK, A ",0
"HOLYST, J ",0.5,"FRONCZAK, P ",0
"HOLYST, J ",0.333333,"JEDYNAK, M ",0
"HOLYST, J ",0.333333,"SIENKIEWICZ, J ",0
"HOLYST, J ",0.5,"STAUFFER, D ",0
"STAUFFER, D ",0.333333,"COSTA, U ",0
"STAUFFER, D ",0.333333,"ARAUJO, A ",0
"STAUFFER, D ",0.5,"KERTESZ, J ",0
"STAUFFER, D ",1.33333,"DAFONTOURACOSTA, L ",0
"STAUFFER, D ",1,"NEWMAN, M ",0
"STAUFFER, D ",1.33333,"AHARONY, A ",0
"STAUFFER, D ",0.333333,"ADLER, J ",0
"STAUFFER, D ",1,"MEYERORTMANNS, H ",0
"STAUFFER, D ",1,"FORTUNATO, S ",0
"STAUFFER, D ",0.833333,"BERNARDES, A ",0
"ALLARIA, E ",0.333333,"ARECCHI, F ",0
"ALLARIA, E ",0.333333,"DIGARBO, A ",0
"ALLARIA, E ",0.333333,"MEUCCI, R ",0
"ARECCHI, F ",0.333333,"DIGARBO, A ",0
"ARECCHI, F ",0.333333,"MEUCCI, R ",0
"ARECCHI, F ",0.333333,"BOCCALETTI, S ",0
"ARECCHI, F ",0.333333,"BRAGARD, J ",0
"ARECCHI, F ",0.333333,"MANCINI, H ",0
"DIGARBO, A ",0.333333,"MEUCCI, R ",0
"ALMAAS, E ",0.5,"MACDONALD, P ",0
"ALMAAS, E ",0.25,"KOVACS, B ",0
"ALMAAS, E ",0.25,"VICSEK, T ",0
"ALMAAS, E ",0.25,"OLTVAI, Z ",0
"ALMAAS, E ",0.5,"KRAPIVSKY, P ",0
"ALMAAS, E ",0.5,"REDNER, S ",0
"ALMAAS, E ",1,"KULKARNI, R ",0
"ALMAAS, E ",1,"STROUD, D ",0
"KOVACS, B ",0.25,"VICSEK, T ",0
"KOVACS, B ",0.25,"OLTVAI, Z ",0
"VICSEK, T ",0.5,"MARODI, M ",0
"VICSEK, T ",0.25,"BENJACOB, E ",0
"VICSEK, T ",1.025,"RAVASZ, E ",0
"VICSEK, T ",0.525,"NEDA, Z ",0
"VICSEK, T ",0.525,"SCHUBERT, A ",0
"VICSEK, T ",0.5,"DOVIDIO, F ",0
"VICSEK, T ",0.708333,"FARKAS, I ",0
"VICSEK, T ",0.458333,"DERENYI, I ",0
"VICSEK, T ",0.625,"OLTVAI, Z ",0
"VICSEK, T ",0.25,"CZIROK, A ",0
"VICSEK, T ",0.25,"COHEN, I ",0
"VICSEK, T ",0.25,"SHOCHET, O ",0
"OLTVAI, Z ",0.375,"RAVASZ, E ",0
"OLTVAI, Z ",0.125,"NEDA, Z ",0
"OLTVAI, Z ",0.125,"SCHUBERT, A ",0
"OLTVAI, Z ",0.333333,"MASON, S ",0
"OLTVAI, Z ",0.333333,"DOBRIN, R ",0
"OLTVAI, Z ",0.333333,"BEG, Q ",0
"OLTVAI, Z ",0.375,"FARKAS, I ",0
"OLTVAI, Z ",0.2,"SZATHMARY, E ",0
"OLTVAI, Z ",0.25,"SOMERA, A ",0
"OLTVAI, Z ",0.25,"MONGRU, D ",0
"OLTVAI, Z ",0.5,"YOOK, S ",0
"OLTVAI, Z ",0.45,"TOMBOR, B ",0
"OLTVAI, Z ",0.125,"DERENYI, I ",0
"OLTVAI, Z ",0.5,"WUCHTY, S ",0
"OLTVAI, Z ",0.2,"PODANI, J ",0
"KRAPIVSKY, P ",0.5,"RODGERS, G ",0
"KRAPIVSKY, P ",0.5,"LEYVRAZ, F ",0
"KRAPIVSKY, P ",0.333333,"KAHNG, B ",0
"KRAPIVSKY, P ",3.83333,"REDNER, S ",0
"KRAPIVSKY, P ",0.5,"VAZQUEZ, F ",0
"KRAPIVSKY, P ",0.5,"BENNAIM, E ",0
"KRAPIVSKY, P ",1,"ANTAL, T ",0
"KRAPIVSKY, P ",0.333333,"KIM, J ",0
"REDNER, S ",0.5,"RODGERS, G ",0
"REDNER, S ",0.5,"LEYVRAZ, F ",0
"REDNER, S ",0.333333,"KAHNG, B ",0
"REDNER, S ",0.5,"VAZQUEZ, F ",0
"REDNER, S ",0.5,"BENNAIM, E ",0
"REDNER, S ",0.333333,"KIM, J ",0
"KULKARNI, R ",1,"STROUD, D ",0
"KULKARNI, R ",1,"GORMAN, S ",0
"ALON, N ",0.5,"YUSTER, R ",0
"ALON, N ",0.5,"ZWICK, U ",0
"YUSTER, R ",0.5,"ZWICK, U ",0
"ALON, U ",0.333333,"BARKAI, N ",0
"ALON, U ",0.333333,"LEIBER, S ",0
"ALON, U ",0.92619,"ITZKOVITZ, S ",0
"ALON, U ",1.25952,"MILO, R ",0
"ALON, U ",0.92619,"KASHTAN, N ",0
"ALON, U ",0.25,"ZIV, G ",0
"ALON, U ",0.47619,"SURETTE, M ",0
"ALON, U ",0.2,"CHKLOVSKII, D ",0
"ALON, U ",0.142857,"LEVITT, R ",0
"ALON, U ",0.67619,"SHENORR, S ",0
"ALON, U ",0.142857,"AYZENSHTAT, I ",0
"ALON, U ",0.142857,"SHEFFER, M ",0
"ALON, U ",1.33333,"MANGAN, S ",0
"ALON, U ",0.142857,"ZASLAVER, A ",0
"ALON, U ",0.142857,"MAYO, A ",0
"ALON, U ",0.142857,"ROSENBERG, R ",0
"ALON, U ",0.142857,"BASHKIN, P ",0
"ALON, U ",0.142857,"SBERRO, H ",0
"ALON, U ",0.142857,"TSALYUK, M ",0
"SURETTE, M ",0.333333,"BARKAI, N ",0
"SURETTE, M ",0.333333,"LEIBER, S ",0
"SURETTE, M ",0.142857,"ZASLAVER, A ",0
"SURETTE, M ",0.142857,"MAYO, A ",0
"SURETTE, M ",0.142857,"ROSENBERG, R ",0
"SURETTE, M ",0.142857,"BASHKIN, P ",0
"SURETTE, M ",0.142857,"SBERRO, H ",0
"SURETTE, M ",0.142857,"TSALYUK, M ",0
"BARKAI, N ",0.333333,"LEIBER, S ",0
"BARKAI, N ",0.25,"IHMELS, J ",0
"BARKAI, N ",0.25,"FRIEDLANDER, G ",0
"BARKAI, N ",0.25,"BERGMANN, S ",0
"BARKAI, N ",0.25,"OFERSARIG, Y ",0
"ALTER, O ",0.5,"BROWN, P ",0
"ALTER, O ",0.5,"BOTSTEIN, D ",0
"BROWN, P ",0.5,"BOTSTEIN, D ",0
"AMARAL, L ",1.83333,"GUIMERA, R ",0
"AMARAL, L ",0.5,"CAMACHO, J ",0
"AMARAL, L ",0.666667,"MOSSA, S ",0
"AMARAL, L ",0.833333,"SCALA, A ",0
"AMARAL, L ",2.16667,"BARTHELEMY, M ",0
"AMARAL, L ",0.916667,"STANLEY, H ",0
"AMARAL, L ",0.333333,"TURTSCHI, A ",0
"AMARAL, L ",0.25,"ABERG, Y ",0
"AMARAL, L ",0.75,"EDLING, C ",0
"AMARAL, L ",0.75,"LILJEROS, F ",0
"AMARAL, L ",0.5,"MOREIRA, A ",0
"AMARAL, L ",0.5,"ANDRADE, J ",0
"SCALA, A ",0.333333,"STANLEY, H ",0
"SCALA, A ",0.833333,"BARTHELEMY, M ",0
"BARTHELEMY, M ",0.5,"HERRMANN, C ",0
"BARTHELEMY, M ",0.5,"PROVERO, P ",0
"BARTHELEMY, M ",0.666667,"STANLEY, H ",0
"BARTHELEMY, M ",1.16667,"BARRAT, A ",0
"BARTHELEMY, M ",0.666667,"PASTORSATORRAS, R ",0
"BARTHELEMY, M ",1.16667,"VESPIGNANI, A ",0
"BARTHELEMY, M ",0.5,"GONDRAN, B ",0
"BARTHELEMY, M ",0.5,"GUICHARD, E ",0
"BARTHELEMY, M ",0.333333,"MOSSA, S ",0
"STANLEY, H ",0.5,"HONG, D ",0
"STANLEY, H ",0.333333,"MOSSA, S ",0
"STANLEY, H ",1,"MANTEGNA, R ",0
"STANLEY, H ",0.25,"ABERG, Y ",0
"STANLEY, H ",0.25,"EDLING, C ",0
"STANLEY, H ",0.25,"LILJEROS, F ",0
"STANLEY, H ",0.5,"HERRMANN, H ",0
"AMENGUAL, A ",0.333333,"HERNANDEZGARCIA, E ",0
"AMENGUAL, A ",0.333333,"MONTAGNE, R ",0
"AMENGUAL, A ",0.333333,"SANMIGUEL, M ",0
"HERNANDEZGARCIA, E ",0.333333,"MONTAGNE, R ",0
"HERNANDEZGARCIA, E ",0.333333,"SANMIGUEL, M ",0
"MONTAGNE, R ",0.333333,"SANMIGUEL, M ",0
"SANMIGUEL, M ",0.5,"SUCHECKI, K ",0
"SANMIGUEL, M ",1,"EGUILUZ, V ",0
"SANMIGUEL, M ",0.5,"ZIMMERMANN, M ",0
"ANCELMEYERS, L ",0.333333,"SCHRAG, S ",0
"ANCELMEYERS, L ",0.333333,"NEWMAN, M ",0
"ANCELMEYERS, L ",0.333333,"MARTIN, M ",0
"NEWMAN, M ",1,"GASTNER, M ",0
"NEWMAN, M ",2.5,"GIRVAN, M ",0
"NEWMAN, M ",1,"PARK, J ",0
"NEWMAN, M ",1,"SOLE, R ",0
"NEWMAN, M ",0.333333,"PORTER, M ",0
"NEWMAN, M ",0.333333,"MUCHA, P ",0
"NEWMAN, M ",0.333333,"WARMBRAND, C ",0
"NEWMAN, M ",0.583333,"CALLAWAY, D ",0
"NEWMAN, M ",0.25,"HOPCROFT, J ",0
"NEWMAN, M ",0.25,"KLEINBERG, J ",0
"NEWMAN, M ",1.58333,"STROGATZ, S ",0
"NEWMAN, M ",3.33333,"WATTS, D ",0
"NEWMAN, M ",0.333333,"MARTIN, M ",0
"NEWMAN, M ",0.333333,"SCHRAG, S ",0
"NEWMAN, M ",0.5,"JIN, E ",0
"NEWMAN, M ",0.5,"FORREST, S ",0
"NEWMAN, M ",0.5,"BALTHROP, J ",0
"NEWMAN, M ",0.5,"LEICHT, E ",0
"NEWMAN, M ",0.5,"DODDS, P ",0
"NEWMAN, M ",1,"LUSSEAU, D ",0
"NEWMAN, M ",0.5,"CLAUSET, A ",0
"NEWMAN, M ",2.5,"MOORE, C ",0
"NEWMAN, M ",0.5,"HOLME, P ",0
"NEWMAN, M ",0.5,"GHOSHAL, G ",0
"NEWMAN, M ",1,"SNEPPEN, K ",0
"MARTIN, M ",0.333333,"SCHRAG, S ",0
"ANDERSON, C ",0.5,"WASSERMAN, S ",0
"ANDERSON, C ",0.5,"CROUCH, B ",0
"WASSERMAN, S ",1,"PATTISON, P ",0
"WASSERMAN, S ",0.5,"CROUCH, B ",0
"WASSERMAN, S ",1,"FAUST, K ",0
"ANDERSON, P ",0.5,"ARROW, K ",0
"ANDERSON, P ",0.5,"PINES, D ",0
"ARROW, K ",0.5,"PINES, D ",0
"ANDERSON, R ",2.5,"MAY, R ",0
"ANDERSON, R ",0.5,"GUPTA, S ",0
"MAY, R ",1,"NOWAK, M ",0
"MAY, R ",0.5,"GUPTA, S ",0
"MAY, R ",2,"LLOYD, A ",0
"APIC, G ",0.5,"GOUGH, J ",0
"APIC, G ",0.5,"TEICHMANN, S ",0
"GOUGH, J ",0.5,"TEICHMANN, S ",0
"ARENAS, A ",2.66667,"DIAZGUILERA, A ",0
"ARENAS, A ",2.33333,"GUIMERA, R ",0
"ARENAS, A ",0.5,"VEGAREDONDO, F ",0
"ARENAS, A ",0.5,"DANON, L ",0
"ARENAS, A ",0.25,"GLEISER, P ",0
"ARENAS, A ",0.333333,"BOGUNA, M ",0
